181
0.0,48.00135338345865,225.0,48.00135338345865,199.0,0.0,0.0,-0.0,-0.0,2.508183507662593,2.508125466293327,338.3458646616541,338.3458646616541,-45.00000000000023
0.02,48.006766917293234,225.0,48.006766917293234,199.0,0.0,0.0,-0.05016367015325186,-0.05016250932586654,8.400539839096982,8.398995402099798,-2.5481838861196593E-10,-2.5481838861196593E-10,-45.00000000000023
0.04,48.01894736842105,225.0,48.01894736842105,199.0,-0.001003273403057392,-0.0010032501865282484,-0.2181744669351915,-0.21814241736786252,15.172245707832248,15.16112411953276,507.5187969928615,507.5187969928615,-45.00000005116215
0.06,48.0406015037594,225.0,48.0406015037594,199.0,-0.005366762741772391,-0.005366098533897912,-0.5216193810918365,-0.5213648997585177,21.955343999192234,21.911860416467547,338.3458646615267,338.3458646615267,-45.00000146370451
0.08,48.07443609022556,225.0,48.07443609022556,199.0,-0.015799150363619674,-0.01579339652906242,-0.9607262610756812,-0.9596021080878687,28.76135878417389,28.639680216222196,338.3458646615267,338.3458646615267,-45.000012679632505
0.1,48.12315789473684,225.0,48.12315789473684,199.0,-0.0350136755851338,-0.03498543869082482,-1.535953436759159,-1.5323957124123126,35.605921784262485,35.328951803013354,338.3458646624149,338.3458646624149,-45.00006222518766
0.12,48.189473684210526,225.0,48.189473684210526,199.0,-0.0657327443203144,-0.06563335293907357,-2.2480718724444086,-2.2389747484725797,42.50864157329559,41.96006659589175,338.34586466063854,338.34586466063854,-45.00021902717981
0.14,48.27609022556391,225.0,48.27609022556391,199.0,-0.11069418176919044,-0.11041284790852046,-3.0982447039103205,-3.078176080390415,49.49289773650647,48.50964501039845,338.3458646624149,338.3458646624149,-45.00061997087926
0.16,48.38571428571429,225.0,48.38571428571429,199.0,-0.17265907584740603,-0.17197636951632944,-4.08810265864045,-4.048368980598384,56.58554334517829,54.9508339557307,338.3458646615267,338.3458646615267,-45.00150446890103
0.18,48.52105263157896,225.0,48.52105263157896,199.0,-0.25442112902021563,-0.252943749128292,-5.219813525544016,-5.147385659712998,63.81650023650893,61.25371153652348,338.3458646615267,338.3458646615267,-45.003255678175265
0.2,48.68481203007521,225.0,48.68481203007521,199.0,-0.35881739953109104,-0.3558914623225462,-6.496143530274194,-6.3724598904434675,71.21823280166582,67.38581317598009,338.3458646615267,338.3458646615267,-45.00644784050729
0.22,48.87969924812033,225.0,48.87969924812033,199.0,-0.4887402701365886,-0.48334066013140387,-7.920508186307511,-7.720176153963069,78.82508771034327,73.31279193318356,338.3458646624149,338.3458646624149,-45.011899033245584
0.24,49.10842105263161,225.0,49.10842105263161,199.0,-0.6471504338627483,-0.637744183210657,-9.497009940514376,-9.18643199262674,86.67248839309032,78.99922368940003,338.34586465975036,338.34586465975036,-45.020728402450175
0.26,49.37368421052636,225.0,49.37368421052636,199.0,-0.8370906326730392,-0.8214728230632034,-11.230459708376182,-10.766416466414741,94.79597510125997,84.4095668057454,338.34586466419125,338.34586466419125,-45.03441671450139
0.28,49.676842105263155,225.0,49.676842105263155,199.0,-1.0616998268405666,-1.0368011523914902,-13.126379210401382,-12.45460780252965,100.63352087078954,87.08953708295839,169.1729323214375,169.1729323214375,-45.05486880636113
0.3,50.017894736842,225.0,50.017894736842,199.0,-1.3242274110485823,-1.2858933084420698,-15.139049627817172,-14.196398544188817,103.21802018796244,86.25562904323942,1.7763568394002505E-9,1.7763568394002505E-9,-45.084476242436835
0.32,50.396842105262934,225.0,50.396842105262934,199.0,-1.6270084036049184,-1.5698212793258506,-17.20341003157642,-15.921511125053605,105.06461643928269,84.40900407372673,3.552713678800501E-9,3.552713678800501E-9,-45.126022342307806
0.34,50.81368421052596,225.0,50.81368421052596,199.0,-1.9710766042364583,-1.8882515018269146,-19.304702360362075,-17.60969120652814,107.04798205337677,82.42559276648915,1.7763568394002505E-9,1.7763568394002505E-9,-45.18252034237685
0.36,51.268421052631275,225.0,51.268421052631275,199.0,-2.3571706514437096,-2.2404453259574666,-21.44566200142961,-19.258203061857923,109.1447663865841,80.3287388203623,2.3092638912203256E-8,2.3092638912203256E-8,-45.25722572102069
0.38,51.761052631578835,225.0,51.761052631578835,199.0,-2.786083891472316,-2.625609387194629,-23.628557329161293,-20.86477783826517,111.3294586484331,78.1439453033574,-4.440892098500626E-9,-4.440892098500626E-9,-45.353635090181854
0.4,52.291578947368514,225.0,52.291578947368514,199.0,-3.2586550380555366,-3.0429049439599396,-25.855146502129955,-22.427656744332317,113.57432460213559,75.89893651101107,-1.5987211554602254E-8,-1.5987211554602254E-8,-45.47544503649203
